"EFF_DATE","STAR_COMPUTER_CODE","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC"
"2023/11/30","FIM.MOOR4","TRANSITION","DINTY TRANSITION",,"DINTY.MOOR4",30,"OHIGH","K2","RP   ","RZS",""
"2023/11/30","FIM.MOOR4","TRANSITION","DINTY TRANSITION",,"DINTY.MOOR4",40,"RZS","","VORTAC","DINTY",""
"2023/11/30","FIM.MOOR4","TRANSITION","DINTY TRANSITION",,"DINTY.MOOR4",50,"DINTY","P","RP   ","",""
"2023/11/30","FINGR.CRIKT1","BODY","FINGR-TRYST",1,"",10,"CRIKT","K4","WP   ","SLANT","DAL"
"2023/11/30","FINGR.CRIKT1","BODY","FINGR-TRYST",1,"",20,"SLANT","K4","WP   ","FINGR","DAL"
"2023/11/30","FINGR.CRIKT1","BODY","FINGR-TRYST",1,"",30,"FINGR","K4","RP   ","","DAL"
"2023/11/30","FINGR.CRIKT1","TRANSITION","AIRRE TRANSITION",,"AIRRE.CRIKT1",10,"FINGR","K4","RP   ","SEEVR",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AIRRE TRANSITION",,"AIRRE.CRIKT1",20,"SEEVR","K4","WP   ","FOORS",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AIRRE TRANSITION",,"AIRRE.CRIKT1",30,"FOORS","K4","WP   ","AIRRE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AIRRE TRANSITION",,"AIRRE.CRIKT1",40,"AIRRE","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AXXEE TRANSITION",,"AXXEE.CRIKT1",10,"FINGR","K4","RP   ","SEEVR",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AXXEE TRANSITION",,"AXXEE.CRIKT1",20,"SEEVR","K4","WP   ","FOORS",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AXXEE TRANSITION",,"AXXEE.CRIKT1",30,"FOORS","K4","WP   ","AIRRE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AXXEE TRANSITION",,"AXXEE.CRIKT1",40,"AIRRE","K4","WP   ","AXXEE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","AXXEE TRANSITION",,"AXXEE.CRIKT1",50,"AXXEE","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",60,"RUBBR","K4","WP   ","CAMAL",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","CAMAL TRANSITION",,"CAMAL.CRIKT1",70,"CAMAL","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",40,"RRONY","K4","WP   ","TRRRY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",50,"TRRRY","K4","WP   ","JETTT",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",60,"JETTT","K4","WP   ","DIRRK",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","DIRRK TRANSITION",,"DIRRK.CRIKT1",70,"DIRRK","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",60,"RUBBR","K4","WP   ","SSLID",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",70,"SSLID","K4","WP   ","HITUG",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","HITUG TRANSITION",,"HITUG.CRIKT1",80,"HITUG","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JETTT TRANSITION",,"JETTT.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JETTT TRANSITION",,"JETTT.CRIKT1",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JETTT TRANSITION",,"JETTT.CRIKT1",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JETTT TRANSITION",,"JETTT.CRIKT1",40,"RRONY","K4","WP   ","TRRRY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JETTT TRANSITION",,"JETTT.CRIKT1",50,"TRRRY","K4","WP   ","JETTT",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JETTT TRANSITION",,"JETTT.CRIKT1",60,"JETTT","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",40,"RRONY","K4","WP   ","TRRRY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",50,"TRRRY","K4","WP   ","JETTT",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",60,"JETTT","K4","WP   ","JRHED",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","JRHED TRANSITION",,"JRHED.CRIKT1",70,"JRHED","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",60,"RUBBR","K4","WP   ","SSLID",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",70,"SSLID","K4","WP   ","KLAWW",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","KLAWW TRANSITION",,"KLAWW.CRIKT1",80,"KLAWW","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RRONY TRANSITION",,"RRONY.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RRONY TRANSITION",,"RRONY.CRIKT1",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RRONY TRANSITION",,"RRONY.CRIKT1",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RRONY TRANSITION",,"RRONY.CRIKT1",40,"RRONY","K4","WP   ","",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RUBBR TRANSITION",,"RUBBR.CRIKT1",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RUBBR TRANSITION",,"RUBBR.CRIKT1",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RUBBR TRANSITION",,"RUBBR.CRIKT1",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RUBBR TRANSITION",,"RUBBR.CRIKT1",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RUBBR TRANSITION",,"RUBBR.CRIKT1",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.CRIKT1","TRANSITION","RUBBR TRANSITION",,"RUBBR.CRIKT1",60,"RUBBR","K4","WP   ","",""
"2023/11/30","FINGR.FINGR9","BODY","FINGR",1,"",10,"FINGR","K4","RP   ","","ADS, DAL, DFW, F41, F46, HQZ, JWY, LNC, RBD, TKI"
"2023/11/30","FINGR.FINGR9","TRANSITION","BONHAM TRANSITION",,"BYP.FINGR9",10,"FINGR","K4","RP   ","BYP",""
"2023/11/30","FINGR.FINGR9","TRANSITION","BONHAM TRANSITION",,"BYP.FINGR9",20,"BYP","","VORTAC","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",10,"FINGR","K4","RP   ","BYP",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",20,"BYP","","VORTAC","GAATZ",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",30,"GAATZ","K4","RP   ","BIRLE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",40,"BIRLE","K4","RP   ","MAMEE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",50,"MAMEE","K4","RP   ","KOMMA",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",60,"KOMMA","K4","RP   ","FSM",""
"2023/11/30","FINGR.FINGR9","TRANSITION","FORT SMITH TRANSITION",,"FSM.FINGR9",70,"FSM","","VORTAC","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",10,"FINGR","K4","RP   ","ANDYA",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",20,"ANDYA","K4","RP   ","MONTE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",30,"MONTE","K4","RP   ","HAKIN",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",40,"HAKIN","K4","RP   ","GLOVE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",50,"GLOVE","K4","RP   ","MEEOW",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",60,"MEEOW","K4","RP   ","LIT",""
"2023/11/30","FINGR.FINGR9","TRANSITION","LITTLE ROCK TRANSITION",,"LIT.FINGR9",70,"LIT","","VORTAC","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","PARIS TRANSITION",,"PRX.FINGR9",10,"FINGR","K4","RP   ","ANDYA",""
"2023/11/30","FINGR.FINGR9","TRANSITION","PARIS TRANSITION",,"PRX.FINGR9",20,"ANDYA","K4","RP   ","MONTE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","PARIS TRANSITION",,"PRX.FINGR9",30,"MONTE","K4","RP   ","PRX",""
"2023/11/30","FINGR.FINGR9","TRANSITION","PARIS TRANSITION",,"PRX.FINGR9",40,"PRX","","VOR/DME","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","RIGYA TRANSITION",,"RIGYA.FINGR9",10,"FINGR","K4","RP   ","BYP",""
"2023/11/30","FINGR.FINGR9","TRANSITION","RIGYA TRANSITION",,"RIGYA.FINGR9",20,"BYP","","VORTAC","PRIZZ",""
"2023/11/30","FINGR.FINGR9","TRANSITION","RIGYA TRANSITION",,"RIGYA.FINGR9",30,"PRIZZ","K4","RP   ","RIGYA",""
"2023/11/30","FINGR.FINGR9","TRANSITION","RIGYA TRANSITION",,"RIGYA.FINGR9",40,"RIGYA","K4","RP   ","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TEXARKANA TRANSITION",,"TXK.FINGR9",10,"FINGR","K4","RP   ","ANDYA",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TEXARKANA TRANSITION",,"TXK.FINGR9",20,"ANDYA","K4","RP   ","MONTE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TEXARKANA TRANSITION",,"TXK.FINGR9",30,"MONTE","K4","RP   ","HAKIN",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TEXARKANA TRANSITION",,"TXK.FINGR9",40,"HAKIN","K4","RP   ","GLOVE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TEXARKANA TRANSITION",,"TXK.FINGR9",50,"GLOVE","K4","RP   ","TXK",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TEXARKANA TRANSITION",,"TXK.FINGR9",60,"TXK","","VORTAC","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TULSA TRANSITION",,"TUL.FINGR9",10,"FINGR","K4","RP   ","BYP",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TULSA TRANSITION",,"TUL.FINGR9",20,"BYP","","VORTAC","GAATZ",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TULSA TRANSITION",,"TUL.FINGR9",30,"GAATZ","K4","RP   ","BIRLE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TULSA TRANSITION",,"TUL.FINGR9",40,"BIRLE","K4","RP   ","MAMEE",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TULSA TRANSITION",,"TUL.FINGR9",50,"MAMEE","K4","RP   ","TUL",""
"2023/11/30","FINGR.FINGR9","TRANSITION","TULSA TRANSITION",,"TUL.FINGR9",60,"TUL","","VORTAC","",""
"2023/11/30","FINGR.FINGR9","TRANSITION","WILL ROGERS TRANSITION",,"IRW.FINGR9",10,"FINGR","K4","RP   ","BYP",""
"2023/11/30","FINGR.FINGR9","TRANSITION","WILL ROGERS TRANSITION",,"IRW.FINGR9",20,"BYP","","VORTAC","PRIZZ",""
"2023/11/30","FINGR.FINGR9","TRANSITION","WILL ROGERS TRANSITION",,"IRW.FINGR9",30,"PRIZZ","K4","RP   ","RIGYA",""
"2023/11/30","FINGR.FINGR9","TRANSITION","WILL ROGERS TRANSITION",,"IRW.FINGR9",40,"RIGYA","K4","RP   ","KRMSN",""
"2023/11/30","FINGR.FINGR9","TRANSITION","WILL ROGERS TRANSITION",,"IRW.FINGR9",50,"KRMSN","K4","RP   ","IRW",""
"2023/11/30","FINGR.FINGR9","TRANSITION","WILL ROGERS TRANSITION",,"IRW.FINGR9",60,"IRW","","VORTAC","",""
"2023/11/30","FINGR.HIBIL3","BODY","FINGR-HIBIL",1,"",10,"HIBIL","K4","WP   ","SLANT","DAL"
"2023/11/30","FINGR.HIBIL3","BODY","FINGR-HIBIL",1,"",20,"SLANT","K4","WP   ","FINGR","DAL"
"2023/11/30","FINGR.HIBIL3","BODY","FINGR-HIBIL",1,"",30,"FINGR","K4","RP   ","","DAL"
"2023/11/30","FINGR.HIBIL3","TRANSITION","AIRRE TRANSITION",,"AIRRE.HIBIL3",10,"FINGR","K4","RP   ","SEEVR",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AIRRE TRANSITION",,"AIRRE.HIBIL3",20,"SEEVR","K4","WP   ","FOORS",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AIRRE TRANSITION",,"AIRRE.HIBIL3",30,"FOORS","K4","WP   ","AIRRE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AIRRE TRANSITION",,"AIRRE.HIBIL3",40,"AIRRE","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AXXEE TRANSITION",,"AXXEE.HIBIL3",10,"FINGR","K4","RP   ","SEEVR",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AXXEE TRANSITION",,"AXXEE.HIBIL3",20,"SEEVR","K4","WP   ","FOORS",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AXXEE TRANSITION",,"AXXEE.HIBIL3",30,"FOORS","K4","WP   ","AIRRE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AXXEE TRANSITION",,"AXXEE.HIBIL3",40,"AIRRE","K4","WP   ","AXXEE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","AXXEE TRANSITION",,"AXXEE.HIBIL3",50,"AXXEE","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",60,"RUBBR","K4","WP   ","CAMAL",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","CAMAL TRANSITION",,"CAMAL.HIBIL3",70,"CAMAL","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",40,"RRONY","K4","WP   ","TRRRY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",50,"TRRRY","K4","WP   ","JETTT",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",60,"JETTT","K4","WP   ","DIRRK",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","DIRRK TRANSITION",,"DIRRK.HIBIL3",70,"DIRRK","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",60,"RUBBR","K4","WP   ","SSLID",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",70,"SSLID","K4","WP   ","HITUG",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","HITUG TRANSITION",,"HITUG.HIBIL3",80,"HITUG","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JETTT TRANSITION",,"JETTT.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JETTT TRANSITION",,"JETTT.HIBIL3",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JETTT TRANSITION",,"JETTT.HIBIL3",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JETTT TRANSITION",,"JETTT.HIBIL3",40,"RRONY","K4","WP   ","TRRRY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JETTT TRANSITION",,"JETTT.HIBIL3",50,"TRRRY","K4","WP   ","JETTT",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JETTT TRANSITION",,"JETTT.HIBIL3",60,"JETTT","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",40,"RRONY","K4","WP   ","TRRRY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",50,"TRRRY","K4","WP   ","JETTT",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",60,"JETTT","K4","WP   ","JRHED",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","JRHED TRANSITION",,"JRHED.HIBIL3",70,"JRHED","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",60,"RUBBR","K4","WP   ","SSLID",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",70,"SSLID","K4","WP   ","KLAWW",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","KLAWW TRANSITION",,"KLAWW.HIBIL3",80,"KLAWW","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RRONY TRANSITION",,"RRONY.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RRONY TRANSITION",,"RRONY.HIBIL3",20,"CUBAN","K4","WP   ","KIDDD",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RRONY TRANSITION",,"RRONY.HIBIL3",30,"KIDDD","K4","WP   ","RRONY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RRONY TRANSITION",,"RRONY.HIBIL3",40,"RRONY","K4","WP   ","",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RUBBR TRANSITION",,"RUBBR.HIBIL3",10,"FINGR","K4","RP   ","CUBAN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RUBBR TRANSITION",,"RUBBR.HIBIL3",20,"CUBAN","K4","WP   ","REPAY",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RUBBR TRANSITION",,"RUBBR.HIBIL3",30,"REPAY","K4","WP   ","VENUE",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RUBBR TRANSITION",,"RUBBR.HIBIL3",40,"VENUE","K4","WP   ","CHCKN",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RUBBR TRANSITION",,"RUBBR.HIBIL3",50,"CHCKN","K4","WP   ","RUBBR",""
"2023/11/30","FINGR.HIBIL3","TRANSITION","RUBBR TRANSITION",,"RUBBR.HIBIL3",60,"RUBBR","K4","WP   ","",""
"2023/11/30","FINGR.SLANT3","BODY","FINGR-SLANT",1,"",10,"SLANT","K4","WP   ","FINGR","ADS, F41, F46, HQZ, JWY, LNC, RBD, TKI"
"2023/11/30","FINGR.SLANT3","BODY","FINGR-SLANT",1,"",20,"FINGR","K4","RP   ","","ADS, F41, F46, HQZ, JWY, LNC, RBD, TKI"
"2023/11/30","FINGR.SLANT3","TRANSITION","AIRRE TRANSITION",,"AIRRE.SLANT3",10,"FINGR","K4","RP   ","SEEVR",""
"2023/11/30","FINGR.SLANT3","TRANSITION","AIRRE TRANSITION",,"AIRRE.SLANT3",20,"SEEVR","K4","WP   ","FOORS",""
"2023/11/30","FINGR.SLANT3","TRANSITION","AIRRE TRANSITION",,"AIRRE.SLANT3",30,"FOORS","K4","WP   ","AIRRE",""
"2023/11/30","FINGR.SLANT3","TRANSITION","AIRRE TRANSITION",,"AIRRE.SLANT3",40,"AIRRE","K4","WP   ","",""
"2023/11/30","FINGR.SLANT3","TRANSITION","AXXEE TRANSITION",,"AXXEE.SLANT3",10,"FINGR","K4","RP   ","SEEVR",""
